,Course Code,Age at enrollment,Curricular units 1st sem (credited),Curricular units 1st sem (grade),Curricular units 2nd sem (credited),Curricular units 2nd sem (grade),Scholarship holder,Debtor,Previous qualification (grade),Gender,Attendance,Marital status,Tuition fees up to date,Target,CGPA,DropOff_Rate,Appreciation_Rate
2754,9991,38,10,13.6,5,13.6,no,no,130.0,female,absent,single,yes,Dropout,3.7777777777777777,0.0,0.0
2755,9238,37,11,11.733333333333333,6,11.88888888888889,no,no,130.0,female,present,single,yes,Graduate,3.280864197530864,0.0,0.16
2760,9500,26,2,13.046666666666669,2,13.30625,no,no,150.0,female,present,single,yes,Dropout,3.6601273148148152,0.0,0.26
2763,8014,26,8,11.8,3,13.285714285714286,no,no,133.1,male,absent,single,yes,Graduate,3.4841269841269846,0.0,1.49
2765,9500,18,0,13.11,0,13.11,no,no,145.0,male,present,single,yes,Graduate,3.6416666666666666,0.0,0.0
2766,9500,27,0,14.414285714285716,0,14.414285714285716,no,no,130.0,male,present,single,yes,Graduate,4.003968253968255,0.0,0.0
2768,9147,20,0,12.333333333333334,0,12.2,no,no,124.0,male,present,single,yes,Graduate,3.407407407407407,0.13,0.0
2770,9130,18,0,14.1,0,13.3125,yes,no,134.0,male,present,single,yes,Graduate,3.807291666666667,0.79,0.0
2771,9500,18,0,13.045,0,13.045,no,no,137.0,male,present,single,yes,Graduate,3.623611111111111,0.0,0.0
2773,9500,19,0,14.2525,0,14.2525,yes,no,136.0,male,present,single,yes,Graduate,3.9590277777777776,0.0,0.0
2775,9500,18,0,15.075714285714286,0,15.075714285714286,no,no,142.0,male,present,single,yes,Graduate,4.1876984126984125,0.0,0.0
2778,9003,23,10,13.15,8,13.214285714285714,no,no,130.0,male,present,single,yes,Graduate,3.661706349206349,0.0,0.06
2779,9238,21,0,12.333333333333334,0,11.8,yes,no,136.0,male,present,single,yes,Graduate,3.3518518518518516,0.53,0.0
2780,9500,18,0,13.778571428571428,0,13.122222222222222,yes,no,137.0,male,present,single,yes,Graduate,3.736221340388007,0.66,0.0
2784,9070,18,1,13.571428571428571,0,12.375,yes,no,152.0,male,present,single,yes,Graduate,3.6036706349206344,1.2,0.0
2785,8014,29,8,12.75,3,13.428571428571429,no,no,125.0,male,absent,single,yes,Graduate,3.6359126984126986,0.0,0.68
2791,9085,19,0,14.857142857142858,0,14.142857142857142,no,no,120.0,female,present,single,yes,Graduate,4.027777777777778,0.71,0.0
2792,8014,37,3,12.0,2,11.571428571428571,no,no,133.1,female,absent,married,yes,Graduate,3.2738095238095233,0.43,0.0
2795,9500,37,0,12.828571428571427,0,12.6875,no,no,133.1,female,present,married,yes,Graduate,3.5438988095238093,0.14,0.0
2797,9670,19,0,13.333333333333334,0,14.0,no,no,123.0,female,present,single,yes,Graduate,3.7962962962962967,0.0,0.67
2798,9500,33,6,13.072857142857144,6,13.072857142857144,yes,no,150.0,female,present,single,yes,Graduate,3.6313492063492063,0.0,0.0
2800,9254,18,0,15.5,0,16.0,no,no,145.0,male,present,single,yes,Graduate,4.375,0.0,0.5
2802,9773,19,0,14.714285714285714,0,15.166666666666666,yes,no,142.0,male,present,single,yes,Graduate,4.1501322751322745,0.0,0.45
2803,9085,20,0,16.714285714285715,0,15.333333333333334,no,no,147.0,male,present,single,yes,Graduate,4.451058201058202,1.38,0.0
2804,9238,19,0,10.857142857142858,0,11.666666666666666,yes,no,125.0,male,present,single,yes,Graduate,3.1283068783068786,0.0,0.81
2805,9500,19,0,11.658333333333331,0,12.416666666666666,no,no,126.0,male,present,single,yes,Graduate,3.343749999999999,0.0,0.76
2806,9773,22,0,11.6,0,12.0,yes,no,132.0,male,present,single,yes,Graduate,3.2777777777777777,0.0,0.4
2808,9773,18,0,12.166666666666666,0,12.666666666666666,yes,no,123.0,male,present,single,yes,Graduate,3.449074074074074,0.0,0.5
2810,9853,19,0,12.5,0,12.833333333333334,yes,no,128.0,male,present,single,yes,Graduate,3.5185185185185186,0.0,0.33
2811,9500,31,0,12.56,0,12.56,no,yes,100.0,male,present,single,no,Dropout,3.488888888888889,0.0,0.0
2812,9500,18,0,13.19,0,14.23125,no,no,140.0,male,present,single,yes,Graduate,3.8085069444444444,0.0,1.04
2815,9238,19,0,11.6,0,11.714285714285714,yes,no,132.0,male,present,single,yes,Graduate,3.2380952380952377,0.0,0.11
2816,9500,19,0,14.266666666666666,0,14.266666666666666,no,no,130.0,male,present,single,yes,Graduate,3.962962962962963,0.0,0.0
2818,8014,30,8,12.666666666666666,3,12.428571428571429,no,no,124.4,male,absent,married,yes,Graduate,3.4854497354497354,0.24,0.0
2820,9500,18,0,12.771428571428572,0,12.771428571428572,no,no,144.0,male,present,single,yes,Graduate,3.547619047619048,0.0,0.0
2822,9238,19,3,15.5,2,13.571428571428571,yes,no,150.0,male,present,single,yes,Graduate,4.037698412698412,1.93,0.0
2826,9670,19,0,13.333333333333334,0,13.4,yes,no,121.0,male,present,single,yes,Graduate,3.712962962962963,0.0,0.07
2834,9085,24,0,14.857142857142858,0,13.6,no,no,133.1,male,present,single,yes,Graduate,3.952380952380952,1.26,0.0
2835,9147,34,12,11.916666666666666,11,13.181818181818182,no,no,130.0,male,present,married,yes,Graduate,3.485900673400673,0.0,1.27
2839,9085,18,0,17.0,0,15.5,no,no,148.0,male,present,single,yes,Graduate,4.513888888888888,1.5,0.0
2842,9070,30,1,13.0,0,12.857142857142858,yes,no,160.0,male,present,married,yes,Graduate,3.5912698412698414,0.14,0.0
2845,9003,20,0,13.571428571428571,0,12.714285714285714,no,no,160.0,male,present,single,yes,Graduate,3.6507936507936507,0.86,0.0
2848,9147,54,13,12.461538461538462,10,11.1,no,no,100.0,male,present,married,yes,Dropout,3.2724358974358974,1.36,0.0
2851,9773,18,0,14.333333333333334,0,14.166666666666666,no,yes,130.0,male,present,single,yes,Graduate,3.958333333333333,0.17,0.0
2852,9003,21,7,11.909090909090908,5,10.727272727272728,no,yes,130.0,male,present,single,yes,Graduate,3.143939393939394,1.18,0.0
2853,9070,18,1,13.714285714285714,0,14.375,no,no,164.0,male,present,single,yes,Graduate,3.901289682539683,0.0,0.66
2855,9500,18,0,13.46,0,12.2375,yes,no,137.0,male,present,single,yes,Dropout,3.569097222222222,1.22,0.0
2856,9773,19,0,15.0,0,13.333333333333334,no,no,133.0,male,present,single,yes,Graduate,3.9351851851851856,1.67,0.0
2858,9670,19,0,13.4,0,12.8,no,no,160.0,male,present,single,yes,Graduate,3.6388888888888893,0.6,0.0
2861,9085,18,0,12.6,0,11.6,no,no,140.0,male,present,single,yes,Graduate,3.3611111111111107,1.0,0.0
2862,8014,50,0,12.666666666666666,0,11.833333333333334,no,no,140.0,male,absent,married,yes,Graduate,3.4027777777777777,0.83,0.0
2864,9773,22,0,12.0,0,11.0,yes,no,115.0,male,present,single,yes,Dropout,3.194444444444444,1.0,0.0
2865,9147,43,0,16.4,0,16.6,no,no,140.0,male,present,married,yes,Graduate,4.583333333333333,0.0,0.2
2869,9991,47,0,14.8,0,14.4,no,no,133.1,male,absent,married,yes,Graduate,4.055555555555556,0.4,0.0
2870,171,22,12,10.36842105263158,14,11.5,no,no,116.0,male,present,single,yes,Graduate,3.037280701754386,0.0,1.13
2873,9254,32,9,12.692307692307692,12,12.384615384615383,no,no,120.0,male,present,married,yes,Graduate,3.482905982905982,0.31,0.0
2878,9853,34,6,13.0,4,11.875,no,no,133.1,male,present,married,yes,Dropout,3.454861111111111,1.12,0.0
2883,8014,43,0,12.333333333333334,0,11.5,yes,no,140.0,male,absent,married,yes,Graduate,3.3101851851851856,0.83,0.0
2884,9003,54,9,14.307692307692308,5,15.23076923076923,no,no,120.0,male,present,single,yes,Graduate,4.102564102564103,0.0,0.92
2885,8014,39,7,14.454545454545457,6,13.5,no,no,130.0,male,absent,single,yes,Graduate,3.882575757575758,0.95,0.0
2886,9991,39,0,11.0,0,13.2,no,no,120.0,male,absent,married,yes,Graduate,3.3611111111111107,0.0,2.2
2887,9853,18,0,13.142857142857142,0,12.833333333333334,yes,no,153.0,male,present,single,yes,Graduate,3.6078042328042326,0.31,0.0
2888,9238,19,0,13.75,0,11.857142857142858,yes,no,131.0,male,present,single,yes,Graduate,3.556547619047619,1.89,0.0
2889,9670,18,0,14.0,0,13.8,yes,no,126.0,male,present,single,yes,Graduate,3.861111111111111,0.2,0.0
2890,8014,44,5,13.75,2,12.5,no,no,110.0,male,absent,married,yes,Graduate,3.645833333333333,1.25,0.0
2892,9670,18,0,13.166666666666666,0,12.428571428571429,yes,no,131.0,male,present,single,yes,Graduate,3.5548941798941796,0.74,0.0
2893,8014,45,10,12.444444444444445,4,12.0,no,no,130.0,male,absent,married,yes,Dropout,3.3950617283950613,0.44,0.0
2894,9853,20,0,12.666666666666666,0,13.0,no,no,122.0,male,present,single,yes,Graduate,3.5648148148148144,0.0,0.33
2895,8014,40,0,11.333333333333334,0,10.5,no,no,151.0,male,absent,married,yes,Graduate,3.0324074074074074,0.83,0.0
2897,9500,18,0,13.6125,0,14.575,no,no,136.0,male,present,single,yes,Graduate,3.9149305555555554,0.0,0.96
2898,9500,21,0,12.414285714285716,0,12.414285714285716,no,no,140.0,male,present,single,yes,Graduate,3.448412698412699,0.0,0.0
2902,9130,32,0,11.0,0,13.125,no,no,100.0,male,present,married,yes,Graduate,3.350694444444444,0.0,2.12
2903,9238,18,0,14.0,0,13.5,yes,no,116.0,male,present,single,yes,Graduate,3.819444444444444,0.5,0.0
2905,9773,19,0,12.5,0,12.5,no,no,136.0,male,present,single,yes,Graduate,3.4722222222222223,0.0,0.0
2906,8014,41,0,11.333333333333334,0,11.333333333333334,yes,no,160.0,male,absent,married,yes,Graduate,3.1481481481481484,0.0,0.0
2907,9500,18,0,14.066666666666668,0,14.066666666666668,yes,no,140.0,male,present,married,yes,Graduate,3.907407407407408,0.0,0.0
2908,9085,21,2,13.555555555555555,2,13.571428571428571,no,no,130.0,male,present,single,yes,Graduate,3.767636684303351,0.0,0.02
2911,9500,18,0,13.27625,0,13.27625,no,no,143.0,male,present,single,yes,Graduate,3.687847222222222,0.0,0.0
2913,9238,19,0,14.375,0,14.75,no,no,136.0,male,present,single,yes,Graduate,4.045138888888888,0.0,0.38
2916,8014,39,9,13.416666666666666,4,14.5,no,no,110.0,male,absent,married,yes,Graduate,3.8773148148148144,0.0,1.08
2917,9500,19,0,12.97166666666667,0,12.321428571428571,no,no,118.0,male,present,single,yes,Graduate,3.5129298941798943,0.65,0.0
2918,9991,38,14,10.928571428571429,12,11.833333333333334,no,no,110.0,male,absent,single,yes,Dropout,3.1613756613756614,0.0,0.9
2922,9238,48,0,11.333333333333334,0,12.4,no,no,133.1,male,present,married,yes,Dropout,3.2962962962962963,0.0,1.07
2924,9500,32,0,12.757142857142856,0,12.757142857142856,yes,no,133.1,male,present,married,yes,Graduate,3.5436507936507935,0.0,0.0
2925,9773,18,0,14.5,0,14.666666666666666,yes,no,154.0,male,present,single,yes,Graduate,4.050925925925926,0.0,0.17
2926,8014,20,3,13.833333333333334,2,14.571428571428571,no,yes,140.0,male,absent,single,yes,Graduate,3.94510582010582,0.0,0.74
2933,9500,18,0,11.971428571428572,0,11.971428571428572,no,no,144.0,male,present,single,yes,Graduate,3.325396825396825,0.0,0.0
2940,8014,43,0,12.2,0,12.333333333333334,yes,no,100.0,male,absent,married,yes,Graduate,3.407407407407407,0.0,0.13
2942,171,19,6,14.5,4,13.583333333333334,yes,no,145.0,male,present,single,yes,Graduate,3.9004629629629632,0.92,0.0
2943,9003,26,6,13.0,4,13.833333333333334,no,no,130.0,male,present,single,yes,Graduate,3.726851851851852,0.0,0.83
2944,9500,18,0,11.714285714285714,0,12.75,no,no,118.0,male,present,single,yes,Graduate,3.3978174603174605,0.0,1.04
2947,9670,20,0,12.375,0,13.142857142857142,no,no,113.0,male,present,single,yes,Graduate,3.544146825396825,0.0,0.77
2948,9853,18,0,12.666666666666666,0,12.0,no,no,136.0,male,present,single,yes,Graduate,3.4259259259259256,0.67,0.0
2950,9003,20,0,14.125,0,12.6,no,no,131.0,male,present,married,yes,Graduate,3.711805555555556,1.53,0.0
2951,9085,18,0,14.666666666666666,0,13.833333333333334,no,no,138.0,male,present,single,yes,Graduate,3.958333333333333,0.83,0.0
2954,9238,39,0,14.0,0,14.8,yes,no,120.0,male,present,married,yes,Graduate,4.0,0.0,0.8
2957,8014,38,8,12.636363636363637,5,11.0,no,no,110.0,male,absent,married,yes,Graduate,3.282828282828283,1.64,0.0
2959,9254,62,0,15.0,0,12.833333333333334,no,no,133.1,male,present,married,yes,Graduate,3.865740740740741,2.17,0.0
2961,9500,18,0,14.13714285714286,0,14.13714285714286,no,no,139.0,male,present,single,yes,Graduate,3.9269841269841277,0.0,0.0
2964,9070,19,1,13.285714285714286,0,12.5,yes,yes,124.0,male,present,single,yes,Dropout,3.581349206349206,0.79,0.0
2965,9147,19,0,13.6,0,12.6,yes,yes,137.0,male,present,single,yes,Graduate,3.638888888888889,1.0,0.0
2966,9500,18,0,13.55,0,14.1875,no,no,157.0,male,present,single,yes,Graduate,3.8524305555555554,0.0,0.64
2969,9670,51,0,11.6,0,14.2,yes,no,130.0,male,present,single,yes,Graduate,3.583333333333333,0.0,2.6
2975,9991,41,5,14.636363636363637,5,14.6,no,no,130.0,male,absent,married,yes,Graduate,4.0606060606060606,0.04,0.0
2976,9254,19,0,13.0,0,12.166666666666666,yes,no,132.0,male,present,single,yes,Graduate,3.49537037037037,0.83,0.0
2977,9853,28,14,12.785714285714286,16,13.875,no,no,133.1,male,present,single,yes,Dropout,3.7028769841269837,0.0,1.09
2978,9070,21,0,14.5,0,12.0,no,no,129.0,male,present,single,yes,Graduate,3.6805555555555554,2.5,0.0
2980,9773,18,0,12.5,0,12.166666666666666,no,no,138.0,male,present,single,no,Graduate,3.4259259259259256,0.33,0.0
2981,9070,19,0,14.0,0,13.125,yes,no,135.0,male,present,single,yes,Graduate,3.767361111111111,0.88,0.0
2982,9500,19,0,13.801428571428572,0,14.575,yes,no,131.0,male,present,single,yes,Graduate,3.9411706349206344,0.0,0.77
2983,9853,25,1,14.428571428571429,0,13.666666666666666,no,yes,150.0,male,present,single,no,Graduate,3.902116402116402,0.76,0.0
2984,9500,18,0,14.35,0,14.35,yes,no,133.0,male,present,single,yes,Graduate,3.9861111111111107,0.0,0.0
2985,9070,19,0,14.333333333333334,0,13.5,no,no,135.0,male,present,single,yes,Graduate,3.865740740740741,0.83,0.0
2987,8014,46,0,13.333333333333334,0,11.833333333333334,no,no,100.0,male,absent,married,yes,Graduate,3.4953703703703702,1.5,0.0
2988,171,19,6,13.0,4,13.25,no,no,158.0,male,present,single,no,Graduate,3.645833333333333,0.0,0.25
2991,9500,19,0,11.82,0,11.82,yes,no,123.0,male,present,single,yes,Graduate,3.283333333333333,0.0,0.0
2993,8014,38,0,12.4,0,12.666666666666666,yes,no,140.0,male,absent,married,yes,Graduate,3.4814814814814814,0.0,0.27
2994,9773,18,0,12.571428571428571,0,11.857142857142858,no,no,136.0,male,present,single,yes,Graduate,3.3928571428571432,0.71,0.0
2995,9500,18,0,13.857142857142858,0,14.9,yes,no,137.0,male,present,single,yes,Graduate,3.9940476190476195,0.0,1.04
2996,9238,18,0,11.833333333333334,0,13.8,no,no,128.0,male,present,single,yes,Graduate,3.560185185185185,0.0,1.97
2998,9130,19,0,14.666666666666666,0,13.666666666666666,no,no,130.0,male,present,single,yes,Graduate,3.935185185185185,1.0,0.0
3001,9500,19,0,13.422222222222224,0,12.18888888888889,no,no,139.0,male,present,single,yes,Graduate,3.557098765432099,1.23,0.0
3002,9773,19,0,14.0,0,12.2,yes,no,136.0,male,present,single,yes,Dropout,3.638888888888889,1.8,0.0
3003,9130,19,0,12.142857142857142,0,13.375,yes,no,126.0,male,present,single,yes,Dropout,3.544146825396825,0.0,1.23
3004,9147,18,0,12.8,0,13.0,yes,yes,135.0,male,present,single,yes,Graduate,3.5833333333333335,0.0,0.2
3005,9500,18,0,14.572857142857142,0,14.955555555555556,yes,no,122.0,male,present,single,yes,Graduate,4.101168430335097,0.0,0.38
3009,9500,20,0,12.982857142857142,0,14.4625,no,no,125.0,male,present,single,yes,Graduate,3.8118551587301583,0.0,1.48
3010,9085,20,0,15.75,0,13.0,no,no,141.0,male,present,single,yes,Graduate,3.9930555555555554,2.75,0.0
3012,9500,20,0,13.755,0,13.571428571428571,no,no,133.1,male,present,single,yes,Graduate,3.7953373015873018,0.18,0.0
3013,9670,18,0,13.833333333333334,0,13.5,yes,no,132.0,male,present,single,yes,Graduate,3.7962962962962967,0.33,0.0
3015,9500,18,0,14.711111111111112,0,14.627777777777778,no,no,136.0,male,present,single,yes,Graduate,4.074845679012346,0.08,0.0
3016,9085,20,7,14.615384615384617,4,13.7,no,no,150.0,male,present,single,yes,Graduate,3.9326923076923075,0.92,0.0
3017,9500,18,0,13.677142857142858,0,14.533333333333331,no,no,130.0,male,present,single,yes,Graduate,3.9181216931216927,0.0,0.86
3018,9085,19,0,13.166666666666666,0,12.8,yes,no,136.0,male,present,single,yes,Graduate,3.606481481481482,0.37,0.0
3019,9238,19,0,10.8,0,11.333333333333334,no,no,138.0,male,present,single,yes,Graduate,3.074074074074074,0.0,0.53
3021,9500,18,0,13.958333333333334,0,14.71875,no,no,147.0,male,present,single,yes,Graduate,3.982928240740741,0.0,0.76
3025,9500,18,0,14.0,0,14.0,yes,no,149.0,male,present,single,yes,Graduate,3.888888888888889,0.0,0.0
3028,8014,35,2,13.625,1,14.0,yes,no,130.0,male,absent,single,yes,Graduate,3.8368055555555554,0.0,0.38
3030,9853,28,14,12.428571428571429,8,11.909090909090908,no,no,130.0,male,present,single,yes,Dropout,3.3802308802308803,0.52,0.0
3031,9500,21,3,13.3875,2,15.9,no,no,157.0,male,present,single,yes,Graduate,4.067708333333333,0.0,2.51
3032,9500,19,0,12.648333333333332,0,12.205555555555556,yes,no,135.0,male,present,single,yes,Graduate,3.451929012345679,0.44,0.0
3033,9238,19,0,14.0,0,13.333333333333334,no,no,123.0,male,present,single,yes,Graduate,3.7962962962962967,0.67,0.0
3034,9085,18,0,12.8,0,11.857142857142858,no,no,139.0,male,present,single,yes,Graduate,3.424603174603175,0.94,0.0
3035,9254,18,0,11.333333333333334,0,10.833333333333334,no,no,136.0,male,present,single,yes,Graduate,3.0787037037037037,0.5,0.0
3037,9670,20,0,14.166666666666666,0,13.0,yes,no,126.0,male,present,single,yes,Graduate,3.773148148148148,1.17,0.0
3038,9773,18,0,12.833333333333334,0,13.833333333333334,no,no,122.0,male,present,single,yes,Graduate,3.7037037037037037,0.0,1.0
3040,9773,20,0,13.0,0,13.142857142857142,yes,no,134.0,male,present,single,yes,Dropout,3.630952380952381,0.0,0.14
3042,9670,18,0,12.333333333333334,0,13.6,no,no,110.0,male,present,single,no,Graduate,3.6018518518518516,0.0,1.27
3043,9070,21,1,12.571428571428571,0,11.625,yes,no,131.0,male,present,single,yes,Graduate,3.360615079365079,0.95,0.0
3044,9254,19,0,12.333333333333334,0,12.833333333333334,yes,no,122.0,male,present,single,yes,Graduate,3.4953703703703702,0.0,0.5
3047,9773,18,0,13.166666666666666,0,14.2,no,no,137.0,male,present,single,yes,Dropout,3.800925925925926,0.0,1.03
3048,9147,18,0,13.333333333333334,0,13.6,yes,no,130.0,male,present,single,yes,Graduate,3.7407407407407405,0.0,0.27
3052,9085,20,0,15.857142857142858,0,16.0,yes,no,138.0,male,present,single,yes,Graduate,4.424603174603175,0.0,0.14
3054,9238,19,0,14.0,0,14.571428571428571,yes,no,127.0,male,present,single,yes,Graduate,3.968253968253968,0.0,0.57
3056,9773,18,0,13.666666666666666,0,14.0,yes,no,132.0,male,present,single,yes,Graduate,3.842592592592592,0.0,0.33
3058,9500,18,0,12.628571428571428,0,12.628571428571428,no,no,133.0,male,present,single,yes,Graduate,3.507936507936508,0.0,0.0
3059,9500,19,0,14.232857142857142,0,14.232857142857142,yes,no,140.0,male,present,single,yes,Graduate,3.9535714285714283,0.0,0.0
3063,9773,24,0,13.5,0,13.0,yes,yes,133.1,male,present,single,no,Graduate,3.6805555555555554,0.5,0.0
3064,9238,19,0,12.2,0,11.5,yes,no,132.0,male,present,single,yes,Graduate,3.2916666666666665,0.7,0.0
3066,9070,19,2,12.0,5,12.75,no,no,130.0,male,present,single,yes,Graduate,3.4375,0.0,0.75
3068,9130,36,0,12.35,0,12.5,yes,no,140.0,male,present,single,yes,Graduate,3.451388888888889,0.0,0.15
3072,9238,27,3,11.6,2,12.0,no,yes,130.0,female,present,single,no,Dropout,3.2777777777777777,0.0,0.4
3074,9147,57,12,11.75,9,12.22222222222222,no,no,120.0,female,present,married,no,Dropout,3.329475308641975,0.0,0.47
3080,9991,27,0,15.2,0,14.166666666666666,no,no,120.0,female,absent,single,yes,Graduate,4.078703703703703,1.03,0.0
3081,9500,20,0,13.314285714285717,0,12.575,yes,yes,122.0,female,present,single,yes,Graduate,3.595734126984127,0.74,0.0
3082,9070,19,6,13.090909090909092,5,12.083333333333334,yes,no,143.0,male,present,single,yes,Graduate,3.496422558922559,1.01,0.0
3084,9070,20,0,12.2,0,11.5,no,no,124.0,male,present,single,yes,Graduate,3.2916666666666665,0.7,0.0
3086,9991,22,9,11.2,9,12.428571428571429,no,no,130.0,male,absent,single,yes,Graduate,3.281746031746031,0.0,1.23
3088,9500,27,0,15.94285714285714,0,15.94285714285714,no,no,140.0,male,present,married,yes,Graduate,4.428571428571428,0.0,0.0
3092,8014,23,0,14.166666666666666,0,12.5,yes,no,100.0,male,absent,single,yes,Graduate,3.7037037037037033,1.67,0.0
3095,9238,18,0,12.285714285714286,0,11.428571428571429,yes,no,118.0,male,present,single,yes,Graduate,3.2936507936507935,0.86,0.0
3096,8014,31,0,14.0,0,12.333333333333334,yes,no,120.0,male,absent,single,yes,Graduate,3.6574074074074074,1.67,0.0
3100,9500,19,0,13.47,0,13.32625,no,no,134.0,male,present,single,yes,Graduate,3.721701388888889,0.14,0.0
